internship_title,company_name,category,location,work_mode,start_date,duration,stipend,currency,stipend_type,payment_period,has_incentives,stipend_min,stipend_max,stipend_average,search_text
Web Design (AI),India Clean Energy,Technology / Data,Work From Home,Work From Home,Immediately,4 Months,S$ 27 /month,SGD,Paid Amount,Per Month,False,27.0,27.0,27.0,Web Design (AI) India Clean Energy Technology / Data Work From Home Work From Home 4 Months Paid Amount SGD
Social Media Marketing,Insta Beverages,Marketing / Sales,Work From Home,Work From Home,Immediately,4 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Social Media Marketing Insta Beverages Marketing / Sales Work From Home Work From Home 4 Months Paid Amount SGD
Video Editing (Instagram/YouTube),Insta Beverages,Design / Creative,Work From Home,Work From Home,Immediately,4 Months,S$ 106 /month,SGD,Paid Amount,Per Month,False,106.0,106.0,106.0,Video Editing (Instagram/YouTube) Insta Beverages Design / Creative Work From Home Work From Home 4 Months Paid Amount SGD
Social Media Marketing,GoMarketify,Marketing / Sales,Work From Home,Work From Home,Immediately,4 Months,S$ 53 /month,SGD,Paid Amount,Per Month,False,53.0,53.0,53.0,Social Media Marketing GoMarketify Marketing / Sales Work From Home Work From Home 4 Months Paid Amount SGD
Architecture,Srijan Architects,Other,Mumbai,On-site,Immediately,4 Months,S$ 93-106 /month,SGD,Paid Amount,Per Month,False,93.0,106.0,99.5,Architecture Srijan Architects Other Mumbai On-site 4 Months Paid Amount SGD
Social Media Marketing,Further Media LLP,Marketing / Sales,Nashik,On-site,Immediately,4 Months,S$ 53 /month,SGD,Paid Amount,Per Month,False,53.0,53.0,53.0,Social Media Marketing Further Media LLP Marketing / Sales Nashik On-site 4 Months Paid Amount SGD
Business Development (Sales),Willow Interiors,Technology / Data,Bangalore,On-site,Immediately,4 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Business Development (Sales) Willow Interiors Technology / Data Bangalore On-site 4 Months Paid Amount SGD
Business Consulting (MSME),Carve My Life Services,Other,Work From Home,Work From Home,Immediately,4 Months,S$ 106 /month,SGD,Paid Amount,Per Month,False,106.0,106.0,106.0,Business Consulting (MSME) Carve My Life Services Other Work From Home Work From Home 4 Months Paid Amount SGD
Human Resources (HR),Noble Nonprofit,HR / Admin / Operations,Noida,On-site,Immediately,4 Months,S$ 80 /month,SGD,Paid Amount,Per Month,False,80.0,80.0,80.0,Human Resources (HR) Noble Nonprofit HR / Admin / Operations Noida On-site 4 Months Paid Amount SGD
Human Resources (HR),Fincurious Inovations Private Limited,HR / Admin / Operations,Bangalore,On-site,Immediately,4 Months,S$ 67-133 /month,SGD,Paid Amount,Per Month,False,67.0,133.0,100.0,Human Resources (HR) Fincurious Inovations Private Limited HR / Admin / Operations Bangalore On-site 4 Months Paid Amount SGD
Accounting & Taxation,SHREEJI AND ASSOCIATES,Finance / Accounting,Delhi,On-site,Immediately,4 Months,S$ 40-47 /month,SGD,Paid Amount,Per Month,False,40.0,47.0,43.5,Accounting & Taxation SHREEJI AND ASSOCIATES Finance / Accounting Delhi On-site 4 Months Paid Amount SGD
Digital Marketing,Performship.com,Marketing / Sales,Noida,On-site,Immediately,4 Months,S$ 53 /month,SGD,Paid Amount,Per Month,False,53.0,53.0,53.0,Digital Marketing Performship.com Marketing / Sales Noida On-site 4 Months Paid Amount SGD
O&M (Solar Engineering),Cleantech Solar,Other,Pune,On-site,Immediately,4 Months,S$ 266 /month,SGD,Paid Amount,Per Month,False,266.0,266.0,266.0,O&M (Solar Engineering) Cleantech Solar Other Pune On-site 4 Months Paid Amount SGD
Data Entry,Ziegler Aerospace,Technology / Data,Hyderabad,On-site,Immediately,4 Months,S$ 106-133 /month,SGD,Paid Amount,Per Month,False,106.0,133.0,119.5,Data Entry Ziegler Aerospace Technology / Data Hyderabad On-site 4 Months Paid Amount SGD
Graphic Design,Venacava Designs,Design / Creative,Delhi,On-site,Immediately,4 Months,S$ 106 /month,SGD,Paid Amount,Per Month,False,106.0,106.0,106.0,Graphic Design Venacava Designs Design / Creative Delhi On-site 4 Months Paid Amount SGD
Product Management,NeenOpal Intelligent Solutions Private Limited,HR / Admin / Operations,Work From Home,Work From Home,Immediately,4 Months,S$ 200 /month,SGD,Paid Amount,Per Month,False,200.0,200.0,200.0,Product Management NeenOpal Intelligent Solutions Private Limited HR / Admin / Operations Work From Home Work From Home 4 Months Paid Amount SGD
Human Resources (HR),SA Fairs,HR / Admin / Operations,Chandigarh,On-site,Immediately,4 Months,S$ 93 /month,SGD,Paid Amount,Per Month,False,93.0,93.0,93.0,Human Resources (HR) SA Fairs HR / Admin / Operations Chandigarh On-site 4 Months Paid Amount SGD
Social Media Marketing,ASB Design,Marketing / Sales,Work From Home,Work From Home,Immediately,4 Months,S$ 13 /month + Incentives,SGD,Paid Amount,Per Month,True,13.0,13.0,13.0,Social Media Marketing ASB Design Marketing / Sales Work From Home Work From Home 4 Months Paid Amount SGD
Embedded Firmware Development,"Rish Electromobility Incorporated (Manila, Philippines)",Technology / Data,Work From Home,Work From Home,Immediately,4 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,"Embedded Firmware Development Rish Electromobility Incorporated (Manila, Philippines) Technology / Data Work From Home Work From Home 4 Months Paid Amount SGD"
Business Development (Sales),OneKEE,Technology / Data,Work From Home,Work From Home,Immediately,4 Months,S$ 33-47 /month,SGD,Paid Amount,Per Month,False,33.0,47.0,40.0,Business Development (Sales) OneKEE Technology / Data Work From Home Work From Home 4 Months Paid Amount SGD
Business Development Associate,Weekday,Technology / Data,Work From Home,Work From Home,Immediately,4 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,Business Development Associate Weekday Technology / Data Work From Home Work From Home 4 Months Paid Amount SGD
Web Development,Social Buzz Technologies,Technology / Data,Noida,On-site,Immediately,4 Months,S$ 100 /month,SGD,Paid Amount,Per Month,False,100.0,100.0,100.0,Web Development Social Buzz Technologies Technology / Data Noida On-site 4 Months Paid Amount SGD
Execution Assistance,Orion Security Solutions Private Limited,Other,Gurgaon,On-site,Immediately,4 Months,S$ 133 /month + Incentives,SGD,Paid Amount,Per Month,True,133.0,133.0,133.0,Execution Assistance Orion Security Solutions Private Limited Other Gurgaon On-site 4 Months Paid Amount SGD
Business Development (Sales),Neur Industries Pvt. Ltd.,Technology / Data,Chennai,On-site,Immediately,4 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Business Development (Sales) Neur Industries Pvt. Ltd. Technology / Data Chennai On-site 4 Months Paid Amount SGD
Content Writing,Wheelsbingo.com,Writing / Content,Noida,On-site,Immediately,4 Months,S$ 53 /month,SGD,Paid Amount,Per Month,False,53.0,53.0,53.0,Content Writing Wheelsbingo.com Writing / Content Noida On-site 4 Months Paid Amount SGD
Human Resources (HR),Acme Services,HR / Admin / Operations,Mumbai,On-site,Immediately,4 Months,S$ 40 /month + Incentives,SGD,Paid Amount,Per Month,True,40.0,40.0,40.0,Human Resources (HR) Acme Services HR / Admin / Operations Mumbai On-site 4 Months Paid Amount SGD
Campus Ambassador,"E-cell, IIT Guwahati",Other,Work From Home,Work From Home,Immediately,4 Months,Performance Based,No Fixed Currency,Performance Based,Performance Based,False,,,,"Campus Ambassador E-cell, IIT Guwahati Other Work From Home Work From Home 4 Months Performance Based No Fixed Currency"
Human Resources (HR),Global Headhunters,HR / Admin / Operations,Work From Home,Work From Home,Immediately,4 Months,S$ 93-186 /month,SGD,Paid Amount,Per Month,False,93.0,186.0,139.5,Human Resources (HR) Global Headhunters HR / Admin / Operations Work From Home Work From Home 4 Months Paid Amount SGD
PHP Development,Social Buzz Technologies,Technology / Data,Ghaziabad,On-site,Immediately,4 Months,S$ 67-100 /month,SGD,Paid Amount,Per Month,False,67.0,100.0,83.5,PHP Development Social Buzz Technologies Technology / Data Ghaziabad On-site 4 Months Paid Amount SGD
Social Media Marketing,AgentInsights,Marketing / Sales,Work From Home,Work From Home,Immediately,4 Months,S$ 27-40 /month,SGD,Paid Amount,Per Month,False,27.0,40.0,33.5,Social Media Marketing AgentInsights Marketing / Sales Work From Home Work From Home 4 Months Paid Amount SGD
NEXT.js AI Development,Metaverse Ventures Private Limited,Technology / Data,Work From Home,Work From Home,Immediately,4 Months,S$ 279-333 /month,SGD,Paid Amount,Per Month,False,279.0,333.0,306.0,NEXT.js AI Development Metaverse Ventures Private Limited Technology / Data Work From Home Work From Home 4 Months Paid Amount SGD
Full Stack Development,Emoolar Technology Private Limited,Technology / Data,Work From Home,Work From Home,Immediately,4 Months,S$ 40 /month,SGD,Paid Amount,Per Month,False,40.0,40.0,40.0,Full Stack Development Emoolar Technology Private Limited Technology / Data Work From Home Work From Home 4 Months Paid Amount SGD
Financial/Credit Analyst,Capflow Consulting LLP,Finance / Accounting,Mumbai,On-site,Immediately,4 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,Financial/Credit Analyst Capflow Consulting LLP Finance / Accounting Mumbai On-site 4 Months Paid Amount SGD
Node.js Development,Srchout Software Private Limited,Technology / Data,Work From Home,Work From Home,Immediately,4 Months,S$ 133-200 /month,SGD,Paid Amount,Per Month,False,133.0,200.0,166.5,Node.js Development Srchout Software Private Limited Technology / Data Work From Home Work From Home 4 Months Paid Amount SGD
Figma Design,Srchout Software Private Limited,Design / Creative,Work From Home,Work From Home,Immediately,4 Months,S$ 67-120 /month,SGD,Paid Amount,Per Month,False,67.0,120.0,93.5,Figma Design Srchout Software Private Limited Design / Creative Work From Home Work From Home 4 Months Paid Amount SGD
UI UX Design/Graphic Design,Social Buzz Technologies,Design / Creative,Noida,On-site,Immediately,6 Months,S$ 100 /month,SGD,Paid Amount,Per Month,False,100.0,100.0,100.0,UI UX Design/Graphic Design Social Buzz Technologies Design / Creative Noida On-site 6 Months Paid Amount SGD
Flutter Developement,Srchout Software Private Limited,Other,Work From Home,Work From Home,Immediately,6 Months,S$ 80-173 /month,SGD,Paid Amount,Per Month,False,80.0,173.0,126.5,Flutter Developement Srchout Software Private Limited Other Work From Home Work From Home 6 Months Paid Amount SGD
Node JS Developement,Social Buzz Technologies,Other,Noida,On-site,Immediately,6 Months,S$ 100 /month,SGD,Paid Amount,Per Month,False,100.0,100.0,100.0,Node JS Developement Social Buzz Technologies Other Noida On-site 6 Months Paid Amount SGD
HR/Talent Acquisition/Recruitment/Hiring,SGM Placements And Personnel Services,Design / Creative,Thane,On-site,Immediately,6 Months,S$ 27 /month + Incentives,SGD,Paid Amount,Per Month,True,27.0,27.0,27.0,HR/Talent Acquisition/Recruitment/Hiring SGM Placements And Personnel Services Design / Creative Thane On-site 6 Months Paid Amount SGD
Digital Marketing And Business Development,Vaince Cosmetics Private Limited,Technology / Data,Mumbai,On-site,Immediately,6 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,Digital Marketing And Business Development Vaince Cosmetics Private Limited Technology / Data Mumbai On-site 6 Months Paid Amount SGD
Unreal Game Development,Social Buzz Technologies,Technology / Data,Noida,On-site,Immediately,6 Months,S$ 100 /month,SGD,Paid Amount,Per Month,False,100.0,100.0,100.0,Unreal Game Development Social Buzz Technologies Technology / Data Noida On-site 6 Months Paid Amount SGD
Unity Game Developing,Social Buzz Technologies,Other,Noida,On-site,Immediately,6 Months,S$ 100 /month,SGD,Paid Amount,Per Month,False,100.0,100.0,100.0,Unity Game Developing Social Buzz Technologies Other Noida On-site 6 Months Paid Amount SGD
Embedded Engineering,Social Buzz Technologies,Other,Noida,On-site,Immediately,6 Months,S$ 100 /month,SGD,Paid Amount,Per Month,False,100.0,100.0,100.0,Embedded Engineering Social Buzz Technologies Other Noida On-site 6 Months Paid Amount SGD
Mechanical Engineering (Subject Matter Expert),HaZZten,Other,Work From Home,Work From Home,Immediately,6 Months,S$ 133-266 /month,SGD,Paid Amount,Per Month,False,133.0,266.0,199.5,Mechanical Engineering (Subject Matter Expert) HaZZten Other Work From Home Work From Home 6 Months Paid Amount SGD
Electrical Engineering (Subject Matter Expert),HaZZten,Other,Work From Home,Work From Home,Immediately,6 Months,S$ 133-266 /month,SGD,Paid Amount,Per Month,False,133.0,266.0,199.5,Electrical Engineering (Subject Matter Expert) HaZZten Other Work From Home Work From Home 6 Months Paid Amount SGD
Digital Marketing For US Based Nonprofit Organization,Nonprofit Financial Sustainability (NFS) Foundation,Marketing / Sales,Work From Home,Work From Home,Immediately,6 Months,S$ 133 /month + Incentives,SGD,Paid Amount,Per Month,True,133.0,133.0,133.0,Digital Marketing For US Based Nonprofit Organization Nonprofit Financial Sustainability (NFS) Foundation Marketing / Sales Work From Home Work From Home 6 Months Paid Amount SGD
Full Stack Development,Heliverse,Technology / Data,Gurgaon,On-site,Immediately,6 Months,S$ 160-200 /month,SGD,Paid Amount,Per Month,False,160.0,200.0,180.0,Full Stack Development Heliverse Technology / Data Gurgaon On-site 6 Months Paid Amount SGD
Stock Market Management,Growthclues,HR / Admin / Operations,Work From Home,Work From Home,Immediately,6 Months,S$ 13-53 /month,SGD,Paid Amount,Per Month,False,13.0,53.0,33.0,Stock Market Management Growthclues HR / Admin / Operations Work From Home Work From Home 6 Months Paid Amount SGD
Digital Marketing,Esta Global,Marketing / Sales,Work From Home,Work From Home,Immediately,6 Months,S$ 106 /month,SGD,Paid Amount,Per Month,False,106.0,106.0,106.0,Digital Marketing Esta Global Marketing / Sales Work From Home Work From Home 6 Months Paid Amount SGD
HR Recruitment,OneKEE,Design / Creative,Work From Home,Work From Home,Immediately,6 Months,S$ 40-47 /month,SGD,Paid Amount,Per Month,False,40.0,47.0,43.5,HR Recruitment OneKEE Design / Creative Work From Home Work From Home 6 Months Paid Amount SGD
Computer Vision,AgentInsights,Other,Delhi,On-site,Immediately,6 Months,S$ 160-200 /month,SGD,Paid Amount,Per Month,False,160.0,200.0,180.0,Computer Vision AgentInsights Other Delhi On-site 6 Months Paid Amount SGD
Business Development (Sales),YAALEESH INFOTECH,Technology / Data,Work From Home,Work From Home,Immediately,6 Months,S$ 133-266 /month,SGD,Paid Amount,Per Month,False,133.0,266.0,199.5,Business Development (Sales) YAALEESH INFOTECH Technology / Data Work From Home Work From Home 6 Months Paid Amount SGD
Backend Development,AgentInsights,Technology / Data,Delhi,On-site,Immediately,6 Months,S$ 160-200 /month,SGD,Paid Amount,Per Month,False,160.0,200.0,180.0,Backend Development AgentInsights Technology / Data Delhi On-site 6 Months Paid Amount SGD
Fundraising,Tare Zameen Foundation,Technology / Data,Work From Home,Work From Home,Immediately,6 Months,S$ 13 /month + Incentives,SGD,Paid Amount,Per Month,True,13.0,13.0,13.0,Fundraising Tare Zameen Foundation Technology / Data Work From Home Work From Home 6 Months Paid Amount SGD
Social Media Marketing,WEBIZONA,Marketing / Sales,Work From Home,Work From Home,Immediately,6 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Social Media Marketing WEBIZONA Marketing / Sales Work From Home Work From Home 6 Months Paid Amount SGD
Business Development,Wildgoose Entertainments,Technology / Data,Hyderabad,On-site,Immediately,6 Months,S$ 239 /month,SGD,Paid Amount,Per Month,False,239.0,239.0,239.0,Business Development Wildgoose Entertainments Technology / Data Hyderabad On-site 6 Months Paid Amount SGD
Machine Learning Engineering,Vidhilabs,Technology / Data,Work From Home,Work From Home,Immediately,6 Months,S$ 133 /month + Incentives,SGD,Paid Amount,Per Month,True,133.0,133.0,133.0,Machine Learning Engineering Vidhilabs Technology / Data Work From Home Work From Home 6 Months Paid Amount SGD
Data Entry,Bytesview Analytics Private Limited,Technology / Data,Noida,On-site,Immediately,6 Months,S$ 93 /month,SGD,Paid Amount,Per Month,False,93.0,93.0,93.0,Data Entry Bytesview Analytics Private Limited Technology / Data Noida On-site 6 Months Paid Amount SGD
Marketing,Lattice Technologies Private Limited,Marketing / Sales,Mumbai,On-site,Immediately,6 Months,S$ 133-266 /month,SGD,Paid Amount,Per Month,False,133.0,266.0,199.5,Marketing Lattice Technologies Private Limited Marketing / Sales Mumbai On-site 6 Months Paid Amount SGD
Graphic Design,The Prodigious People,Design / Creative,Work From Home,Work From Home,Immediately,6 Months,S$ 146 /month,SGD,Paid Amount,Per Month,False,146.0,146.0,146.0,Graphic Design The Prodigious People Design / Creative Work From Home Work From Home 6 Months Paid Amount SGD
Social Media Marketing,Sahil Dua,Marketing / Sales,Work From Home,Work From Home,Immediately,6 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Social Media Marketing Sahil Dua Marketing / Sales Work From Home Work From Home 6 Months Paid Amount SGD
Digital Marketing,Studio Image Works,Marketing / Sales,Work From Home,Work From Home,Immediately,6 Months,S$ 93 /month,SGD,Paid Amount,Per Month,False,93.0,93.0,93.0,Digital Marketing Studio Image Works Marketing / Sales Work From Home Work From Home 6 Months Paid Amount SGD
Product Marketing,Adtip Private Limited,Marketing / Sales,Work From Home,Work From Home,Immediately,6 Months,S$ 13 /month + Incentives,SGD,Paid Amount,Per Month,True,13.0,13.0,13.0,Product Marketing Adtip Private Limited Marketing / Sales Work From Home Work From Home 6 Months Paid Amount SGD
Digital Marketing,Scoutabroad Private Limited,Marketing / Sales,Work From Home,Work From Home,Immediately,6 Months,S$ 13 /month + Incentives,SGD,Paid Amount,Per Month,True,13.0,13.0,13.0,Digital Marketing Scoutabroad Private Limited Marketing / Sales Work From Home Work From Home 6 Months Paid Amount SGD
Graphic Design,WittyPen,Design / Creative,Pune,On-site,Immediately,6 Months,S$ 93-200 /month,SGD,Paid Amount,Per Month,False,93.0,200.0,146.5,Graphic Design WittyPen Design / Creative Pune On-site 6 Months Paid Amount SGD
Video Making/Editing,Ankit Pandey,Design / Creative,Work From Home,Work From Home,Immediately,6 Months,S$ 13 /month,SGD,Paid Amount,Per Month,False,13.0,13.0,13.0,Video Making/Editing Ankit Pandey Design / Creative Work From Home Work From Home 6 Months Paid Amount SGD
Student - Business Development,FFA Hunger Helpline Foundation,Technology / Data,Work From Home,Work From Home,Immediately,6 Months,Unpaid,No Fixed Currency,Unpaid,Unpaid,False,,,,Student - Business Development FFA Hunger Helpline Foundation Technology / Data Work From Home Work From Home 6 Months Unpaid No Fixed Currency
Graphic Design,Abhira Inc,Design / Creative,Work From Home,Work From Home,Immediately,6 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Graphic Design Abhira Inc Design / Creative Work From Home Work From Home 6 Months Paid Amount SGD
Full Stack Development,Settyl,Technology / Data,Work From Home,Work From Home,Immediately,6 Months,S$ 67-106 /month,SGD,Paid Amount,Per Month,False,67.0,106.0,86.5,Full Stack Development Settyl Technology / Data Work From Home Work From Home 6 Months Paid Amount SGD
Subject Matter Expert (SME) - Statistics & Probability,Endeavor Academy,Other,Work From Home,Work From Home,Immediately,6 Months,S$ 133 /month + Incentives,SGD,Paid Amount,Per Month,True,133.0,133.0,133.0,Subject Matter Expert (SME) - Statistics & Probability Endeavor Academy Other Work From Home Work From Home 6 Months Paid Amount SGD
UI/UX Design,Harav Technologies LLP,Design / Creative,Mohali,On-site,Immediately,6 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,UI/UX Design Harav Technologies LLP Design / Creative Mohali On-site 6 Months Paid Amount SGD
Marketing,NISAT Study Overseas,Marketing / Sales,Work From Home,Work From Home,Immediately,6 Months,S$ 13 /month + Incentives,SGD,Paid Amount,Per Month,True,13.0,13.0,13.0,Marketing NISAT Study Overseas Marketing / Sales Work From Home Work From Home 6 Months Paid Amount SGD
Volunteering,Sindhu Manthan Foundation,NGO / Social Impact,Work From Home,Work From Home,Immediately,6 Months,Unpaid,No Fixed Currency,Unpaid,Unpaid,False,,,,Volunteering Sindhu Manthan Foundation NGO / Social Impact Work From Home Work From Home 6 Months Unpaid No Fixed Currency
Social Media Marketing,Kamaleya Organics,Marketing / Sales,Work From Home,Work From Home,Immediately,6 Months,S$ 67-133 /month,SGD,Paid Amount,Per Month,False,67.0,133.0,100.0,Social Media Marketing Kamaleya Organics Marketing / Sales Work From Home Work From Home 6 Months Paid Amount SGD
Marketing,Slash Mark Internship,Marketing / Sales,Work From Home,Work From Home,Immediately,6 Months,S$ 13 /month + Incentives,SGD,Paid Amount,Per Month,True,13.0,13.0,13.0,Marketing Slash Mark Internship Marketing / Sales Work From Home Work From Home 6 Months Paid Amount SGD
Digital Marketing,Digiloop,Marketing / Sales,Gurgaon,On-site,Immediately,3 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Digital Marketing Digiloop Marketing / Sales Gurgaon On-site 3 Months Paid Amount SGD
Legal Research,Himanshu Sharma,Legal,Jaipur,On-site,Immediately,3 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Legal Research Himanshu Sharma Legal Jaipur On-site 3 Months Paid Amount SGD
Customer Service,CardnLoan,Other,Kolkata,On-site,Immediately,3 Months,S$ 106 /month,SGD,Paid Amount,Per Month,False,106.0,106.0,106.0,Customer Service CardnLoan Other Kolkata On-site 3 Months Paid Amount SGD
AppSmith Development,OAK Appian Training,Technology / Data,Work From Home,Work From Home,Immediately,3 Months,S$ 53 /month,SGD,Paid Amount,Per Month,False,53.0,53.0,53.0,AppSmith Development OAK Appian Training Technology / Data Work From Home Work From Home 3 Months Paid Amount SGD
Business Development (Sales),DB Productions,Technology / Data,Delhi,On-site,Immediately,3 Months,S$ 266 /month + Incentives,SGD,Paid Amount,Per Month,True,266.0,266.0,266.0,Business Development (Sales) DB Productions Technology / Data Delhi On-site 3 Months Paid Amount SGD
Fundraising,Just.Play Foundation,Technology / Data,Work From Home,Work From Home,Immediately,3 Months,S$ 13 /month + Incentives,SGD,Paid Amount,Per Month,True,13.0,13.0,13.0,Fundraising Just.Play Foundation Technology / Data Work From Home Work From Home 3 Months Paid Amount SGD
Product Management,AgentInsights,HR / Admin / Operations,Delhi,On-site,Immediately,3 Months,S$ 160-200 /month,SGD,Paid Amount,Per Month,False,160.0,200.0,180.0,Product Management AgentInsights HR / Admin / Operations Delhi On-site 3 Months Paid Amount SGD
Content Writing,Clickworthy,Writing / Content,Work From Home,Work From Home,Immediately,3 Months,S$ 47 /month,SGD,Paid Amount,Per Month,False,47.0,47.0,47.0,Content Writing Clickworthy Writing / Content Work From Home Work From Home 3 Months Paid Amount SGD
Fashion Consultation,Colormode,Other,Gurgaon,On-site,Immediately,3 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Fashion Consultation Colormode Other Gurgaon On-site 3 Months Paid Amount SGD
Operations,Trustmedi,HR / Admin / Operations,Kolkata,On-site,Immediately,3 Months,S$ 80-133 /month,SGD,Paid Amount,Per Month,False,80.0,133.0,106.5,Operations Trustmedi HR / Admin / Operations Kolkata On-site 3 Months Paid Amount SGD
Social Media Marketing,Unshared Truths Association,Marketing / Sales,Work From Home,Work From Home,Immediately,3 Months,S$ 27-67 /month,SGD,Paid Amount,Per Month,False,27.0,67.0,47.0,Social Media Marketing Unshared Truths Association Marketing / Sales Work From Home Work From Home 3 Months Paid Amount SGD
Event Management,PraxiS Events,HR / Admin / Operations,Mumbai,On-site,Immediately,3 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Event Management PraxiS Events HR / Admin / Operations Mumbai On-site 3 Months Paid Amount SGD
Fashion Design And Merchandising,Papmygiggles Private Limited,Design / Creative,Jaipur,On-site,Immediately,3 Months,S$ 120 /month,SGD,Paid Amount,Per Month,False,120.0,120.0,120.0,Fashion Design And Merchandising Papmygiggles Private Limited Design / Creative Jaipur On-site 3 Months Paid Amount SGD
Business Development (Sales),Apstia LLP,Technology / Data,Jaipur,On-site,Immediately,3 Months,S$ 80 /month + Incentives,SGD,Paid Amount,Per Month,True,80.0,80.0,80.0,Business Development (Sales) Apstia LLP Technology / Data Jaipur On-site 3 Months Paid Amount SGD
Data Entry/Office Assistant,Advocate Manisha Singh (Tomar),Technology / Data,Gurgaon,On-site,Immediately,3 Months,S$ 27-67 /month,SGD,Paid Amount,Per Month,False,27.0,67.0,47.0,Data Entry/Office Assistant Advocate Manisha Singh (Tomar) Technology / Data Gurgaon On-site 3 Months Paid Amount SGD
Production,Party Cruisers Limited,Other,Mumbai,On-site,Immediately,3 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,Production Party Cruisers Limited Other Mumbai On-site 3 Months Paid Amount SGD
Marketing And Lead Generation,ZocoNut,Marketing / Sales,Delhi,On-site,Immediately,3 Months,S$ 106-200 /month,SGD,Paid Amount,Per Month,False,106.0,200.0,153.0,Marketing And Lead Generation ZocoNut Marketing / Sales Delhi On-site 3 Months Paid Amount SGD
IT Assistant,TMS Foundation (IndiaYouth.info),Other,Work From Home,Work From Home,Immediately,3 Months,Unpaid,No Fixed Currency,Unpaid,Unpaid,False,,,,IT Assistant TMS Foundation (IndiaYouth.info) Other Work From Home Work From Home 3 Months Unpaid No Fixed Currency
Digital Marketing,MERITUS AI LEARNING EXPERIENCES PRIVATE LIMITED,Marketing / Sales,Chennai,On-site,Immediately,3 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,Digital Marketing MERITUS AI LEARNING EXPERIENCES PRIVATE LIMITED Marketing / Sales Chennai On-site 3 Months Paid Amount SGD
Finance,ParallelDots,Finance / Accounting,Gurgaon,On-site,Immediately,3 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,Finance ParallelDots Finance / Accounting Gurgaon On-site 3 Months Paid Amount SGD
Cricket Commentator (Twitter),Sportz Connect,Other,Work From Home,Work From Home,Immediately,3 Months,S$ 27 /month,SGD,Paid Amount,Per Month,False,27.0,27.0,27.0,Cricket Commentator (Twitter) Sportz Connect Other Work From Home Work From Home 3 Months Paid Amount SGD
Graphic Design,InfoShore,Design / Creative,Jaipur,On-site,Immediately,3 Months,S$ 67-133 /month,SGD,Paid Amount,Per Month,False,67.0,133.0,100.0,Graphic Design InfoShore Design / Creative Jaipur On-site 3 Months Paid Amount SGD
Recruitment,Talent Corner HR Services,Design / Creative,Work From Home,Work From Home,Immediately,3 Months,"₹ 6,000 lump sum",INR,Paid Amount,Lump Sum,False,6000.0,6000.0,6000.0,Recruitment Talent Corner HR Services Design / Creative Work From Home Work From Home 3 Months Paid Amount INR
Social Media Marketing,Desi Mavericks,Marketing / Sales,Work From Home,Work From Home,Immediately,3 Months,S$ 80-133 /month,SGD,Paid Amount,Per Month,False,80.0,133.0,106.5,Social Media Marketing Desi Mavericks Marketing / Sales Work From Home Work From Home 3 Months Paid Amount SGD
Human Resources (HR),ReGraduate (Kritical Pedagogy India Private Limited),HR / Admin / Operations,Work From Home,Work From Home,Immediately,3 Months,S$ 213-293 /month,SGD,Paid Amount,Per Month,False,213.0,293.0,253.0,Human Resources (HR) ReGraduate (Kritical Pedagogy India Private Limited) HR / Admin / Operations Work From Home Work From Home 3 Months Paid Amount SGD
Machine Learning,Digipplus,Technology / Data,Work From Home,Work From Home,Immediately,3 Months,S$ 399-466 /month,SGD,Paid Amount,Per Month,False,399.0,466.0,432.5,Machine Learning Digipplus Technology / Data Work From Home Work From Home 3 Months Paid Amount SGD
Graphic Design,Ostello India Private Limited,Design / Creative,Work From Home,Work From Home,Immediately,3 Months,S$ 40-80 /month,SGD,Paid Amount,Per Month,False,40.0,80.0,60.0,Graphic Design Ostello India Private Limited Design / Creative Work From Home Work From Home 3 Months Paid Amount SGD
Technical Writing,Thriving Soft Solutions Private Limited,Writing / Content,Work From Home,Work From Home,Immediately,3 Months,S$ 67-93 /month,SGD,Paid Amount,Per Month,False,67.0,93.0,80.0,Technical Writing Thriving Soft Solutions Private Limited Writing / Content Work From Home Work From Home 3 Months Paid Amount SGD
